post_id,source,source_type,platform,date_published,collection_window,url,language,truncated,tagged_with,notes,crisis_related,crisis_topic,communication_type,location,instruction,contact_link,time_date,target_group,actionability_score
DRM_028,DRM Lebanon,state,Facebook,2026-04-04,2026-04-01 to 2026-05-06,,Arabic,yes,Grand Serail,Daily situation report. Documents crisis conditions. No citizen instructions.,yes,displacement / casualties / conflict impact,situation report,no,no,no,yes,no,1
DRM_029,DRM Lebanon,state,Facebook,2026-04-02,2026-04-01 to 2026-05-06,,Arabic,yes,Grand Serail,Daily situation report. Documents crisis conditions. No citizen instructions.,yes,displacement / casualties / conflict impact,situation report,no,no,no,yes,no,1
DRM_030,DRM Lebanon,state,Facebook,2026-04-01,2026-04-01 to 2026-05-06,,Arabic,no,Grand Serail,Daily situation report. Documents crisis conditions. No citizen instructions.,yes,displacement / casualties / conflict impact,situation report,no,no,no,yes,no,1
MoSA_001,Ministry of Social Affairs,state,Facebook,unknown,2026-04-01 to 2026-05-07,,Arabic,no,none,Denies rumors about food support interruption in shelters. Instruction is indirect (use official sources only). No contact channel or location. Target group: shelter beneficiaries.,yes,displacement / food assistance / shelter,clarification statement,no,yes,no,no,yes,2
MoSA_002,Ministry of Social Affairs,state,Facebook,unknown,2026-04-01 to 2026-05-07,,Arabic,no,none,Aman program restructuring announcement. Beneficiaries told they will be contacted individually — passive,yes,social assistance / humanitarian aid,coordination update,no,no,no,no,yes,1
MoSA_003,Ministry of Social Affairs,state,Facebook,2026-04-22,2026-04-01 to 2026-05-07,,Arabic,no,none,Announces completion of April Aman cash transfers. Date range and beneficiary count provided. No instructions on how to check payment status or what to do if payment not received.,yes,social assistance / humanitarian aid,service announcement,no,no,no,yes,yes,2
MoSA_004,Ministry of Social Affairs,state,Facebook,approx. 2026-05-02,2026-04-01 to 2026-05-07,,Arabic/English,no,Haneen Sayed,Symbolic solidarity message bilingual (Arabic/English). Tagged with minister. No practical guidance. Purely ceremonial.,yes,displacement / general crisis,political / ceremonial statement,no,no,no,no,no,0
MoSA_005,Ministry of Social Affairs,state,Facebook,unknown,2026-04-01 to 2026-05-07,,Arabic,no,none,Addresses confusion among humanitarian partners about distribution rules outside shelters. Not directly actionable for citizens. No instructions or contact channel.,yes,displacement / food assistance / humanitarian aid,clarification statement,no,no,no,no,no,0
MoPH_001,Ministry of Public Health,state,Website,2026-04-01,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Daily toll report. Cumulative figures from March 2. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_002,Ministry of Public Health,state,Website,2026-04-01,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,no,none,Confirms specific airstrike location (Khaldeh south Beirut) and reassures that Al-Zahraa Hospital is not evacuating and still operational. Useful for people needing hospital services.,yes,casualties / public health / hospitals,clarification statement,yes,no,no,yes,yes,3
MoPH_003,Ministry of Public Health,state,Website,2026-04-02,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Daily toll report. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_004,Ministry of Public Health,state,Website,2026-04-03,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Daily toll report. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_005,Ministry of Public Health,state,Website,2026-04-04,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Daily toll report. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_006,Ministry of Public Health,state,Website,2026-04-05,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Daily toll report. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_007,Ministry of Public Health,state,Website,2026-04-06,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Daily toll report. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_008,Ministry of Public Health,state,Website,2026-04-06,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Reports Israeli targeting of ambulance crews in Sidiqin (Tyre district). Location and time specified. No citizen instruction.,yes,casualties / emergency responders / conflict,incident report,yes,no,no,yes,no,2
MoPH_009,Ministry of Public Health,state,Website,2026-04-06,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Reports Israeli targeting of paramedics in Haris (Bint Jbeil). Location and time specified. No citizen instruction.,yes,casualties / emergency responders / conflict,incident report,yes,no,no,yes,no,2
MoPH_010,Ministry of Public Health,state,Website,2026-04-07,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Daily toll report. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_011,Ministry of Public Health,state,Website,2026-04-08,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Urges public to avoid crowds and prioritize access for rescue/ambulance services after major simultaneous strikes. Clear instruction addressed to citizens.,yes,public safety / emergency response / casualties,warning / alert,no,yes,no,yes,yes,3
MoPH_012,Ministry of Public Health,state,Website,2026-04-09,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Cumulative report including breakdown by demographic. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_013,Ministry of Public Health,state,Website,2026-04-09,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Regional breakdown of April 8 casualties. Location dimension present (by region). No citizen instruction.,yes,casualties / conflict impact,situation report,yes,no,no,yes,no,2
MoPH_014,Ministry of Public Health,state,Website,2026-04-10,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Updated cumulative toll post-April 8. Notes toll from April 8 still rising. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_015,Ministry of Public Health,state,Website,2026-04-10,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Addresses families of missing/martyrs/wounded from April 8 strikes in Beirut/Mount Lebanon. Hariri Hospital (Bir Hassan) set up as inquiry point. Full text truncated — may include contact number.,yes,missing persons / emergency response,service announcement,yes,yes,no,yes,yes,4
MoPH_016,Ministry of Public Health,state,Website,2026-04-10,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,no,none,Names five specific hospitals in southern Beirut suburbs still operational. Reassures public that services continue. Useful for people seeking medical care.,yes,public health / hospitals,clarification statement,yes,no,no,yes,yes,3
MoPH_017,Ministry of Public Health,state,Website,2026-04-11,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Daily toll report. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_018,Ministry of Public Health,state,Website,2026-04-12,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Daily toll report. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_019,Ministry of Public Health,state,Website,2026-04-12,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Reports targeting of Red Cross team in Beit Yahoun (Bint Jbeil). Location and time specified. No citizen instruction.,yes,casualties / emergency responders / conflict,incident report,yes,no,no,yes,no,2
MoPH_020,Ministry of Public Health,state,Website,2026-04-13,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Daily toll report. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_021,Ministry of Public Health,state,Website,2026-04-14,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,no,none,Daily toll report. Full text (no truncation noted). No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_022,Ministry of Public Health,state,Website,2026-04-15,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Highest actionability in MoPH dataset. Location (Hariri Hospital Bir Hassan / Beirut and Mount Lebanon). Clear action (call 1787). Contact channel (hotline 1787). Time relevance (after April 8 crimes). Target group (families of missing persons).,yes,missing persons / emergency response,hotline / contact guidance,yes,yes,yes,yes,yes,5
MoPH_023,Ministry of Public Health,state,Website,2026-04-15,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Reports repeated targeting of paramedics in Maifadoun (Nabatieh). Location and time specified. Mentions one paramedic still missing but gives no reporting channel.,yes,casualties / emergency responders / conflict,incident report,yes,no,no,yes,no,2
MoPH_024,Ministry of Public Health,state,Website,2026-04-15,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Daily toll report. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_025,Ministry of Public Health,state,Website,2026-04-16,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Reports targeting of ambulance in Tebnine (Bint Jbeil). Two paramedics critically wounded. Location and time specified. No citizen instruction.,yes,casualties / emergency responders / conflict,incident report,yes,no,no,yes,no,2
MoPH_026,Ministry of Public Health,state,Website,2026-04-16,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,no,none,Daily toll report. Full text (no truncation noted). No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_027,Ministry of Public Health,state,Website,2026-04-17,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Preliminary cumulative toll. Explicitly noted as non-final. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_028,Ministry of Public Health,state,Website,2026-04-24,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Updated toll. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_029,Ministry of Public Health,state,Website,2026-04-25,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Updated toll. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_030,Ministry of Public Health,state,Website,2026-04-26,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Updated toll. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_031,Ministry of Public Health,state,Website,2026-04-27,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Updated toll. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_032,Ministry of Public Health,state,Website,2026-04-28,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Minister's condemnation statement. Location (Majdal Zoun) and time present. No citizen instruction.,yes,casualties / emergency responders / conflict,political / ceremonial statement,yes,no,no,yes,no,2
MoPH_033,Ministry of Public Health,state,Website,2026-04-28,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Updated toll. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_034,Ministry of Public Health,state,Website,2026-04-29,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Updated toll. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_035,Ministry of Public Health,state,Website,2026-04-30,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Updated toll. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_036,Ministry of Public Health,state,Website,2026-05-01,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Updated toll. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_037,Ministry of Public Health,state,Website,2026-05-02,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Updated toll. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_038,Ministry of Public Health,state,Website,2026-05-03,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,no,none,Reports strike on Srifa (Tyre district). Four paramedics among the five injured. Location and time specified. No citizen instruction.,yes,casualties / emergency responders / conflict,incident report,yes,no,no,yes,no,2
MoPH_039,Ministry of Public Health,state,Website,2026-05-03,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Updated toll. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_040,Ministry of Public Health,state,Website,2026-05-04,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Updated toll. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_041,Ministry of Public Health,state,Website,2026-05-05,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,yes,none,Updated toll. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
MoPH_042,Ministry of Public Health,state,Website,2026-05-06,2026-04-01 to 2026-05-06,https://www.moph.gov.lb,Arabic,no,none,Updated toll. Full text available. No citizen instructions.,yes,casualties / conflict impact,situation report,no,no,no,yes,no,1
LCD_001,Lebanese Civil Defense,state,Facebook,approx. 2026-05-07,2026-04-01 to 2026-05-07,,Arabic,no,none,Daily operations summary covering all Lebanese territory. 174 missions: firefighting / EMS / rescue / water supply to shelters. Ends with explicit citizen call to dial 125. All 5 actionability elements present.,yes,emergency operations / displacement / humanitarian response,situation report,yes,yes,yes,yes,yes,5
LCD_002,Lebanese Civil Defense,state,Facebook,approx. 2026-05-06,2026-04-01 to 2026-05-07,,Arabic,no,none,Ceremonial meeting with families of 5 martyred CD members killed by Israeli strikes. No practical guidance for citizens.,yes,security / casualties,institutional/ceremonial,yes,no,no,no,no,1
LCD_003,Lebanese Civil Defense,state,Facebook,approx. 2026-05-04,2026-04-01 to 2026-05-07,,Arabic,no,none,Death notice for CD member who died of natural causes on April 29. Date of death provided. Not an incident report. Crisis-adjacent: issued during active conflict period.,yes,security / casualties,institutional notice,yes,no,no,yes,no,2
LCD_004,Lebanese Civil Defense,state,Facebook,approx. 2026-05-03,2026-04-01 to 2026-05-07,,Arabic,no,none,Funeral proceedings for 3 members martyred April 28 during Israeli airstrike rescue mission in Majdal Zoun. Date of martyrdom provided. Confirms ongoing strikes killing first responders.,yes,security / casualties,institutional/ceremonial,yes,no,no,yes,no,2
LCD_005,Lebanese Civil Defense,state,Facebook,approx. 2026-05-01,2026-04-01 to 2026-05-07,,Arabic,no,none,Detailed obituary for 3 members martyred April 28 in Israeli strike on Majdal Zoun while rescuing civilians. Biographical profiles included. Date confirmed.,yes,security / casualties,incident report,yes,no,no,yes,no,2
LCD_006,Lebanese Civil Defense,state,Facebook,approx. 2026-04-30,2026-04-01 to 2026-05-07,,Arabic,no,none,Initial announcement of 3 CD members martyred during rescue mission in Majdal Zoun under Israeli airstrike. Truncated — brief breaking statement only. Location named.,yes,security / casualties,incident report,yes,no,no,no,no,1
LCD_007,Lebanese Civil Defense,state,Facebook,approx. 2026-04-30,2026-04-01 to 2026-05-07,,Arabic,no,none,Breaking update: 3 CD members trapped under rubble during rescue in Majdal Zoun. Joint operation with Lebanese Army underway. Brief and truncated.,yes,security / casualties,situation report,yes,no,no,no,no,1
LCD_008,Lebanese Civil Defense,state,Facebook,approx. 2026-04-30,2026-04-01 to 2026-05-07,,Arabic,no,none,Ministerial visit to operations room. Key operational data: 14000 missions total since war start / 3000 EMS / 350+ rescue from rubble / 63 new vehicles added. Ends with reminder to call 125. Location (CD HQ) implied. Target group (citizens) named.,yes,emergency operations / security,coordination update,yes,yes,yes,no,yes,4
LCD_009,Lebanese Civil Defense,state,Facebook,approx. 2026-04-30,2026-04-01 to 2026-05-07,,Arabic,no,none,Meeting with Mina/Tripoli municipality to establish marine rescue center. Crisis-era institutional capacity building. Location named.,yes,emergency response / capacity building,coordination update,yes,no,no,no,no,1
LCD_010,Lebanese Civil Defense,state,Facebook,approx. 2026-04-30,2026-04-01 to 2026-05-07,,Arabic,no,none,Meeting about ambulance allocation for Borja center and equipment needs for Kharrub North region. Location named.,yes,emergency response / capacity building,coordination update,yes,no,no,no,no,1
LCD_011,Lebanese Civil Defense,state,Facebook,approx. 2026-04-30,2026-04-01 to 2026-05-07,,Arabic,no,none,Future Movement delegation appreciation visit. Explicitly references April 8 Beirut strikes. Ceremonial shield presented. Date reference (April 8) preserved.,yes,security / institutional,coordination update,yes,no,no,yes,no,2
LCD_012,Lebanese Civil Defense,state,Facebook,approx. 2026-04-30,2026-04-01 to 2026-05-07,,Arabic,no,none,Field tour of Akkar Civil Defense stations. Emphasis on forest fire prevention cooperation and emergency readiness. Multiple named locations.,yes,emergency response / fire prevention,coordination update,yes,no,no,no,no,1
LCD_013,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,Recovery of journalist Amal Khalil killed in Israeli airstrike on Al-Tairi. Joint operation with Lebanese Army and Lebanese Red Cross. Location named. Two video-only duplicate posts of this same event excluded.,yes,security / casualties,incident report,yes,no,no,no,no,1
LCD_014,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,Kataeb party delegation visits to discuss CD needs and operational capacity in context of crisis. Brief and non-specific.,yes,security / institutional,coordination update,no,no,no,no,no,0
LCD_015,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,Parliamentary Defense Committee chair visits to pay condolences for martyred CD members. Pledges institutional support. No citizen guidance.,yes,security / casualties,political/ceremonial,no,no,no,no,no,0
LCD_016,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,Russian aircraft delivers humanitarian aid for displaced persons and CD equipment. Signed at Beirut airport. A video-only duplicate post excluded. Location named.,yes,displacement / humanitarian aid,coordination update,yes,no,no,no,no,1
LCD_017,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,Very brief meeting with two religious figures. No specifics on crisis topics or guidance to citizens.,yes,security / institutional,coordination update,no,no,no,no,no,0
LCD_018,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,Discovery of 2 bodies in vehicle buried under Qasimiyeh bridge rubble. Bodies transferred to local hospital. Time reference (~2am) and named location provided.,yes,security / casualties,incident report,yes,no,no,yes,no,2
LCD_019,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,Extensive field tour. Visits home of martyr Muhammad Mossreh in Zafta. Surveys Israeli strike damage. Stresses ongoing search for missing persons in Tyre/Sour. Multiple named locations.,yes,security / search and rescue,coordination update,yes,no,no,no,no,1
LCD_020,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,Field tour of Dahiyeh CD centers. Surveys damage from Israeli strikes in Borj Al-Barajneh / Haret Hreik / Ghobeiri. Named locations.,yes,security / damage assessment,coordination update,yes,no,no,no,no,1
LCD_021,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,UNHCR High Commissioner joint tour of active rescue sites in Beirut. UNHCR pledges more resources. Named locations. A video-only duplicate excluded.,yes,displacement / search and rescue,coordination update,yes,no,no,no,no,1
LCD_022,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,Brief meeting with Australian ambassador. Discusses CD challenges and support needs. No citizen guidance.,yes,security / institutional,coordination update,no,no,no,no,no,0
LCD_023,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,Lebanese Forces MP delivers medical supplies to CD. In-kind donation to operational capacity. No citizen guidance.,yes,security / humanitarian aid,coordination update,no,no,no,no,no,0
LCD_024,Lebanese Civil Defense,state,Facebook,approx. 2026-04-16,2026-04-01 to 2026-05-07,,Arabic,no,none,Martyrdom of CD member killed by Israeli strike in Zafta on April 11 immediately after completing a rescue mission. Date of martyrdom confirmed. Named location. Biographical profile.,yes,security / casualties,incident report,yes,no,no,yes,no,2
LCD_025,Lebanese Civil Defense,state,Facebook,approx. 2026-04-16,2026-04-01 to 2026-05-07,,Arabic,no,none,Belgian Deputy PM visits CD operations room. CD chief briefs on crisis across 7 named regions. International attention to crisis scale. Regional scope named.,yes,security / emergency operations,coordination update,yes,no,no,no,no,1
LCD_026,Lebanese Civil Defense,state,Facebook,approx. 2026-04-08,2026-04-01 to 2026-05-07,,Arabic,no,none,Most comprehensive casualty report: 254 martyrs and 1165 wounded broken down by 8 regions. CD describes ongoing operations. Explicit citizen appeal to cooperate with CD teams and clear the way. No contact number. Location-specific and target-group identified.,yes,security / casualties,situation report,yes,yes,no,no,yes,3
